2020-04-20,2
2020-04-21,31
2020-04-22,31
2020-04-23,31
2020-04-24,31
2020-04-25,6
2020-04-26,18
2020-04-27,5
2020-04-28,1
2020-04-29,4
2020-04-30,16
2020-05-01,16
2020-05-02,108
2020-05-03,21
2020-05-04,19
2020-05-05,19
2020-05-06,19
2020-05-07,19
2020-05-08,81
2020-05-09,2
2020-05-10,2
2020-05-11,75
2020-05-12,47
2020-05-13,47
2020-05-14,73
2020-05-15,39
2020-05-16,3
2020-05-17,30
2020-05-18,30
2020-05-19,98
2020-05-20,154
2020-05-21,69
2020-05-22,113
2020-05-23,82
2020-05-24,45
2020-05-25,45
2020-05-26,100
2020-05-27,113
2020-05-28,151
2020-05-29,70
2020-05-30,131
2020-05-31,102
2020-06-01,76
2020-06-02,80
2020-06-03,136
2020-06-04,177
2020-06-05,150
2020-06-06,44
2020-06-07,39
2020-06-08,54
2020-06-09,127
2020-06-10,86
2020-06-11,31
2020-06-12,118
2020-06-13,17
2020-06-14,10
2020-06-15,8
2020-06-16,32
2020-06-17,134
